Hp,Ep,Length,Hydrophobic residue%,H,miuH,Normalized Hydrophobic Moment,Normalized Hydrophobicity,Net Charge,Isoelectric Point,Penetration Depth,Tilt Angle,Disordered Conformation Propensity,Linear Moment,Propensity to in vitro Aggregation,Angle Subtended by the Hydrophobic Residues,Amphiphilicity Index,Propensity to PPII coil,Boman Index,PP1,PP2,PP3,KF1,KF2,KF3,KF4,KF5,KF6,KF7,KF8,KF9,KF10,Z1,Z2,Z3,Z4,Z5,F1,F2,F3,F4,F5,F6,T1,T2,T3,T4,T5,VHSE1,VHSE2,VHSE3,VHSE4,VHSE5,VHSE6,VHSE7,VHSE8,ProtFP1,ProtFP2,ProtFP3,ProtFP4,ProtFP5,ProtFP6,ProtFP7,ProtFP8,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,BLOSUM1,BLOSUM2,BLOSUM3,BLOSUM4,BLOSUM5,BLOSUM6,BLOSUM7,BLOSUM8,BLOSUM9,BLOSUM10,MSWHIM1,MSWHIM2,MSWHIM3,Tiny_Mole.,Small_Mole.,Aliphatic_Mole.,Aromatic_Mole.,NonPolar_Mole.,Polar_Mole.,Charged_Mole.,Basic_Mole.,Acidic_Mole.
0.083,0.167,12,0.417,0.459166667,0.464956535,1.34,0.72,0,5.7,20,157,0.02,0.37,0,70,0.31,1.29,2.141666667,-0.185833333,-0.235,-0.103333333,0.433333333,-0.028333333,-0.2,-0.0775,0.014166667,-0.161666667,0.133333333,-0.401666667,0.6675,-0.518333333,-0.335,0.334166667,0.286666667,-0.185,0.730833333,-0.120333333,-0.437083333,-0.030833333,0.055916667,0.88825,-0.182,-3.81,-0.6675,0.034166667,-0.189166667,0.291666667,0.0175,0.099166667,-0.045,-0.153333333,-0.071666667,-0.161666667,-0.163333333,0.853333333,-0.974166667,-0.198333333,0.3575,0.203333333,-0.5025,-1.065833333,-0.038333333,0.238333333,-0.75825,-0.2545,-0.1305,-0.102,-0.203,-0.200333333,0.032416667,-0.11375,0.280833333,-0.173333333,-0.0825,-0.069166667,-0.354166667,-0.305833333,0.109166667,-0.193333333,-0.025,-0.2625,-0.138333333,0.52,-0.43,16.667,58.333,16.667,16.667,58.333,41.667,16.667,8.333,8.333
0.25,0.417,12,0.5,0.424166667,0.16938801,0.83,0.03,-1,3.73,19,160,0.32,0.45,0.67,60,0.41,1.04,1.055,-0.205833333,-0.376666667,-0.130833333,0.045833333,-0.250833333,-0.123333333,-0.010833333,0.353333333,-0.39,-0.130833333,-0.030833333,-0.075833333,0.14,-0.145833333,-0.539166667,0.02,-0.518333333,0.33,-0.44175,-0.0985,-0.154333333,0.352333333,0.178083333,-0.219083333,-4.813333333,-0.116666667,-0.125,0.288333333,0.5425,0.0275,-0.174166667,-0.2275,-0.16,-0.279166667,-0.194166667,0.006666667,0.134166667,-0.711666667,-0.823333333,-0.4725,-0.205,-0.320833333,-0.190833333,0.0075,0.325833333,-0.918333333,-0.167833333,-0.125,0.048,-0.136333333,-0.145333333,0.015166667,0.122333333,0.1375,-0.298333333,-0.16,-0.084166667,-0.310833333,0.089166667,-0.1025,0.134166667,0.033333333,-0.055,-0.350833333,0.3575,-0.495833333,16.667,58.333,25,8.333,58.333,41.667,25,8.333,16.667
0.417,0.167,12,0.5,0.775,0.184648746,0.69,-0.43,0,3.5,30,111,0.38,0.36,0,100,0,1.51,-0.645833333,-0.630833333,-0.381666667,-0.040833333,0.689166667,-0.4225,-0.0975,-0.4825,0.343333333,-0.4575,-0.248333333,-0.814166667,0.4575,-0.396666667,-1.325833333,-0.4575,0.688333333,-0.098333333,1.098333333,-0.26875,-0.769666667,-0.261083333,0.307666667,1.512666667,-0.360416667,-5.185,-1.868333333,-0.033333333,0.098333333,0.3025,0.325,-0.349166667,-0.364166667,-0.514166667,0.0075,-0.885,-0.205833333,1.353333333,-0.435833333,-2.073333333,0.700833333,0.866666667,-1.248333333,-1.581666667,0.218333333,-0.204166667,-1.008166667,-0.497166667,-0.204083333,-0.005583333,-0.460083333,-0.561416667,-0.010166667,-0.353583333,0.124166667,-0.594166667,0.039166667,-0.158333333,-0.665833333,-0.6375,0.396666667,-0.235833333,-0.050833333,-0.108333333,-0.474166667,0.66,-0.585833333,16.667,83.333,33.333,8.333,83.333,16.667,0,0,0
0.667,0.083,12,0.333,0.451666667,0.103248045,0.32,0.63,2,10.19,19,159,-0.12,0.43,0,70,1.03,1.18,1.0025,-0.166666667,-0.191666667,0.1475,0.611666667,0.0375,0.010833333,-0.049166667,0.3925,-0.530833333,0.223333333,0.0225,0.205,-0.233333333,-0.4475,0.101666667,0.080833333,-0.013333333,0.305833333,-0.081833333,-0.593583333,0.07525,0.197333333,0.403916667,-0.038166667,-3.769166667,-0.570833333,-0.245833333,-0.17,0.355833333,0.068333333,0.07,-0.069166667,0.150833333,0.260833333,-0.184166667,0.034166667,0.390833333,-0.960833333,-0.269166667,1.0825,0.518333333,-0.609166667,-0.490833333,0.339166667,0.239166667,-0.72975,-0.16925,0.059,-0.084666667,-0.295333333,-0.2785,-0.067916667,0.09925,0.1325,0.033333333,-0.043333333,0.028333333,-0.239166667,-0.043333333,0.256666667,-0.229166667,0.0375,-0.4075,-0.154166667,0.515833333,-0.365833333,25,50,8.333,25,58.333,41.667,16.667,16.667,0
0.333,0.583,12,0.667,0.736666667,0.062722795,0.28,-1.33,-1,3.01,9,156,0.74,0.29,461.66,100,0,1.02,-0.366666667,-0.3175,-0.405,-0.019166667,-0.334166667,-0.475833333,0.250833333,-0.21,-0.029166667,-0.506666667,-0.359166667,-0.366666667,-0.139166667,0.260833333,-0.859166667,-1.170833333,-0.161666667,-0.746666667,0.219166667,-0.023,0.230666667,-0.157833333,0.664916667,0.06175,0.014166667,-5.389166667,-0.391666667,0.184166667,0.5325,0.678333333,0.3125,-0.4,-0.269166667,-0.7875,-0.171666667,-0.353333333,-0.415,-0.091666667,1.135,-1.669166667,-1.336666667,0.369166667,0.045833333,-0.33,0.005833333,0.523333333,-0.991416667,-0.445416667,-0.325,0.040833333,-0.058916667,-0.284166667,-0.04425,-0.092333333,-0.330833333,-0.585833333,-0.1875,0.081666667,-0.146666667,0.308333333,-0.105,-0.365833333,0.186666667,0.013333333,-0.566666667,0.5825,-0.625,41.667,66.667,41.667,8.333,58.333,41.667,8.333,0,8.333
0.083,0.583,12,0.583,0.714166667,0.176804381,0.27,-0.87,1,10.87,17,160,0.43,0.36,0,40,0.2,1.25,-0.370833333,-0.650833333,-0.3275,0.075833333,0.303333333,-0.465,0.2,-0.343333333,0.089166667,-0.625,-0.044166667,-0.47,0.0675,0.19,-1.0875,-0.951666667,-0.076666667,-0.0825,0.631666667,-0.374333333,-0.410416667,-0.232833333,0.620166667,0.861083333,0.045666667,-5.313333333,-1.141666667,-0.153333333,0.3025,0.598333333,0.3025,-0.386666667,-0.375,-0.36,0.151666667,-0.805,0.040833333,0.740833333,0.251666667,-2.140833333,0.4375,0.848333333,-0.809166667,-0.5425,0.200833333,0.0275,-1.01575,-0.387,-0.149916667,0.091416667,-0.548083333,-0.69825,0.107333333,0.117583333,-0.083333333,-0.549166667,-0.01,-0.181666667,-0.405833333,-0.235833333,0.434166667,-0.045,0.104166667,-0.038333333,-0.5275,0.5775,-0.450833333,25,75,41.667,8.333,83.333,16.667,8.333,8.333,0
0.083,0.667,12,0.25,-0.1425,0.238403786,0.83,1.53,-1,3.73,30,61,-0.15,0.49,0,40,0.51,1.02,2.9475,0.040833333,-0.653333333,0.075833333,0.28,-0.740833333,-0.54,0.395833333,0.058333333,-0.269166667,-0.120833333,-0.05,-0.26,-0.286666667,1.7875,-0.906666667,0.379166667,-0.8425,0.6925,-0.594666667,-0.506833333,-0.751916667,0.445083333,0.087166667,-0.524416667,-6.443333333,-0.27,0.291666667,0.1425,1.37,-0.550833333,-0.4075,-0.863333333,0.254166667,-0.434166667,-0.070833333,0.38,0.0475,-4.2225,-1.840833333,-0.069166667,-0.1,-0.0925,0.1875,-0.170833333,0.5625,-1.18075,-0.171166667,-0.431166667,0.057083333,0.049666667,-1.073916667,0.135833333,0.697583333,0.903333333,-0.208333333,0.32,-0.113333333,-0.135,0.148333333,0.058333333,0.106666667,0.35,0.0425,-0.316666667,0.155833333,-0.605,50,75,16.667,0,41.667,58.333,25,8.333,16.667
0.083,0.333,12,0.333,0.3275,0.083248646,0.71,0.88,-1,6.04,21,130,0.05,0.21,0,70,0.87,1.14,2.895,0.138333333,-0.28,-0.001666667,0.233333333,0.0125,-0.068333333,0.081666667,-0.038333333,-0.343333333,-0.73,-0.295,0.266666667,0.6575,0.4875,0.299166667,0.0775,0.045,0.42,-0.36375,-0.11475,-0.0195,0.15825,0.27975,-0.05475,-3.635833333,-0.243333333,0.153333333,-0.265,0.388333333,-0.138333333,0.101666667,0.02,-0.16,-0.1875,0.163333333,0.059166667,0.436666667,-0.744166667,0.281666667,-0.301666667,-0.09,0.025833333,-0.5825,0.003333333,-0.29,-0.71125,-0.063833333,-0.205583333,-0.259083333,0.121083333,-0.115583333,0.163166667,-0.00325,0.251666667,0.043333333,-0.2975,0.309166667,-0.125,-0.161666667,0.006666667,-0.066666667,-2.31E-18,0.055,-0.155,0.370833333,-0.511666667,16.667,50,25,25,41.667,58.333,41.667,25,16.667
0.667,0.333,12,0.5,0.61,0.334645484,0.63,-0.05,0,7.59,16,69,0.26,0.38,548.87,50,1.27,1.12,1.023333333,-0.173333333,-0.125833333,-0.026666667,-0.025,0.118333333,0.216666667,-0.144166667,-0.0825,-0.469166667,-0.3175,-0.045833333,0.1775,0.358333333,-0.724166667,0.1525,-0.200833333,0.018333333,0.073333333,-0.2585,0.079833333,0.256833333,0.27425,0.228166667,0.193,-3.078333333,-0.408333333,-0.023333333,-0.269166667,0.295833333,0.186666667,0.125,0.175833333,-0.231666667,0.13,-0.2325,-0.081666667,0.230833333,1.055833333,0.1725,-0.085833333,0.338333333,-0.343333333,-0.169166667,0.225,-0.173333333,-0.612666667,-0.150833333,0.061916667,-0.164833333,-0.228916667,-0.252333333,0.02375,0.139833333,-0.213333333,0.090833333,-0.384166667,0.175,-0.1175,-0.164166667,0.201666667,-0.079166667,0.319166667,0.006666667,-0.095,0.546666667,-0.335,16.667,41.667,33.333,33.333,66.667,33.333,25,16.667,8.333
0.333,0.5,12,0.25,-0.390833333,0.324599603,0.71,2.31,5,10.98,30,55,-0.89,0.38,0,30,2.06,0.9,3.7125,0.2725,-0.209166667,0.4675,-0.264166667,0.139166667,-0.215,0.9325,0.805,-0.735833333,0.388333333,0.211666667,-0.150833333,0.15,1.695,0.050833333,-1.245,0.603333333,0.378333333,-0.770333333,0.247333333,-0.0665,0.275916667,-0.213333333,0.369583333,-4.014166667,1.006666667,-0.675,0.254166667,0.434166667,-0.695,0.163333333,0.055,0.391666667,0.629166667,0.2775,1.0625,-0.030833333,-3.295833333,1.714166667,0.090833333,1.340833333,-0.49,0.9175,0.0175,0.329166667,-0.749916667,0.0155,-0.02275,-0.088916667,-0.150583333,0.204916667,0.382916667,0.552416667,0.805833333,-0.021666667,-0.3875,-0.275833333,0.3225,0.116666667,0.133333333,0.204166667,0.189166667,-0.245,-0.313333333,0.158333333,-0.005,16.667,25,16.667,8.333,25,75,66.667,58.333,8.333
0.333,0.25,12,0.417,0.589166667,0.164165126,0.56,0.91,-2,2.83,18,93,0.13,0.37,0,30,1.42,1.27,1.613333333,-0.005833333,-0.24,-0.208333333,0.72,0.1025,-0.451666667,-0.340833333,-0.224166667,-0.0525,-0.294166667,-0.1325,0.315,-0.04,-0.208333333,0.81,1.3825,-0.163333333,0.106666667,-0.080083333,-0.617166667,0.056666667,-0.288166667,0.289,-0.527333333,-3.138333333,-1.050833333,0.275,-0.553333333,0.465833333,0.0875,0.269166667,0.001666667,0.106666667,-0.3475,0.166666667,-0.478333333,0.399166667,-0.451666667,-0.029166667,0.685,-0.985,-0.1725,-0.895,0.174166667,0.2475,-0.62675,-0.10675,-0.018083333,-0.1755,0.029833333,-0.519666667,-0.087083333,-0.05525,0.060833333,0.264166667,0.296666667,0.1575,-0.228333333,-0.328333333,-0.143333333,-0.123333333,0.085,-0.2075,0.084166667,0.323333333,-0.566666667,25,66.667,8.333,33.333,66.667,33.333,16.667,0,16.667
0.083,0.333,12,0.583,0.650833333,0.350690689,0.82,-0.22,0,5.55,16,142,0.31,0.33,9.91,100,1.3,0.98,0.184166667,-0.274166667,-0.32,0.070833333,0.281666667,-0.333333333,-0.035,-0.31,-0.181666667,0.015833333,0.169166667,0.3575,-0.22,0.320833333,0.080833333,-0.6125,0.829166667,-0.050833333,-0.560833333,-0.025083333,-0.36575,-0.279166667,-0.0345,-0.501666667,-0.13575,-4.773333333,-0.695833333,-0.02,0.015,1.024166667,0.125833333,-0.304166667,-0.38,0.250833333,-0.054166667,0.031666667,-0.113333333,-0.361666667,0.32,-1.6625,0.836666667,-0.6175,0.35,0.463333333,0.154166667,0.359166667,-0.878083333,-0.1675,-0.001083333,0.099583333,-0.209083333,-0.907083333,0.156083333,0.469416667,-0.193333333,0.043333333,0.558333333,0.131666667,0.14,0.110833333,-0.009166667,0.148333333,0.235833333,-0.09,-0.178333333,0.260833333,-0.464166667,50,66.667,16.667,25,75,25,16.667,8.333,8.333
0.083,0.667,12,0.583,0.466666667,0.102374778,0.24,-0.27,-2,2.92,17,72,0.49,0.23,0,40,0.11,0.9,0.785,-0.194166667,-0.4025,-0.171666667,-0.238333333,-0.3375,-0.22,-0.08,-0.098333333,-0.299166667,0.123333333,0.349166667,0.123333333,-0.030833333,-0.165833333,-0.6375,0.0625,-0.835833333,0.358333333,-0.1245,0.138166667,-0.169,0.508,-0.082166667,-0.414,-5.069166667,0.0075,0.180833333,0.420833333,0.7575,0.109166667,-0.231666667,-0.303333333,-0.136666667,-0.4475,-0.251666667,0.1425,-0.383333333,-0.07,-1.263333333,-0.903333333,-0.34,-0.211666667,0.18,-0.064166667,-0.1325,-0.938833333,-0.285333333,-0.224666667,0.010583333,-0.003416667,-0.15575,-0.052916667,0.15975,0.053333333,-0.2775,-0.14,0.17,-0.180833333,0.404166667,-0.070833333,-0.063333333,-0.085,0.000833333,-0.284166667,0.321666667,-0.511666667,25,58.333,33.333,8.333,58.333,41.667,16.667,0,16.667
0.417,0.667,12,0.417,0.4425,0.052256665,0.45,-0.13,1,10.5,13,101,0.2,0.31,0,60,0.31,1,1.604166667,-0.044166667,-0.365,0.196666667,0.125,-0.398333333,0.49,0.1475,-0.269166667,-0.3175,-0.181666667,-0.2175,-0.134166667,-0.405833333,0.1625,-0.9075,-0.634166667,-0.839166667,0.460833333,0.050666667,-0.171833333,-0.202916667,0.617666667,-0.070333333,0.193916667,-5.295833333,0.2075,0.169166667,0.4375,0.813333333,-0.059166667,-0.265833333,-0.335,-0.2575,0.048333333,-0.3,0.080833333,-0.208333333,-0.695833333,-1.164166667,-0.534166667,0.740833333,0.286666667,0.014166667,0.514166667,-0.029166667,-0.980416667,-0.312916667,-0.44375,-0.030333333,0.040416667,-0.293416667,0.089083333,0.162916667,0.119166667,-0.431666667,-0.1575,0.095,0.069166667,0.448333333,0.090833333,-0.248333333,-0.028333333,0.025,-0.530833333,0.580833333,-0.451666667,41.667,50,33.333,0,41.667,58.333,8.333,8.333,0
0.333,0.5,12,0.417,0.460833333,0.235353741,0.76,-0.58,1,10.5,9,70,0.34,0.4,0,40,0.2,1.01,0.365,-0.438333333,-0.509166667,0.283333333,0.486666667,-0.813333333,0.47,-0.064166667,-0.103333333,-0.4375,-0.208333333,0.0675,-0.560833333,0.149166667,0.1525,-1.744166667,-0.284166667,-0.6,0.313333333,-0.306333333,-0.675333333,-0.556916667,0.805583333,0.036416667,0.028333333,-6.616666667,-0.5925,-0.0075,0.503333333,1.2425,0.024166667,-0.65,-0.836666667,0.0425,-0.004166667,-0.698333333,0.388333333,-0.009166667,-1.25,-3.198333333,0.534166667,0.569166667,-0.119166667,0.29,0.535833333,-0.045833333,-1.212166667,-0.319833333,-0.362,0.155,-0.312666667,-1.1145,0.155416667,0.570916667,0.1525,-0.481666667,0.255833333,0.006666667,-0.231666667,0.359166667,0.430833333,0.035833333,0.090833333,0.076666667,-0.635833333,0.426666667,-0.535,50,75,33.333,0,66.667,33.333,8.333,8.333,0
0.417,0.417,12,0.5,0.536666667,0.2624136,0.66,0.53,2,9.88,19,37,-0.09,0.27,0,30,1.31,1.03,1.889166667,-0.025833333,-0.110833333,0.2075,0.013333333,0.078333333,0.146666667,0.006666667,0.17,0.265833333,-0.021666667,-0.001666667,-0.235,-0.051666667,0.198333333,0.158333333,-0.029166667,0.641666667,-0.310833333,0.04475,2.28E-17,-0.00075,-0.259083333,-0.257583333,0.287166667,-3.443333333,0.03,-0.403333333,-0.096666667,0.438333333,-0.0075,-0.075,0.061666667,0.205,0.345833333,0.253333333,-0.048333333,-0.164166667,0.333333333,0.2625,0.564166667,0.301666667,0.471666667,0.231666667,-0.274166667,0.101666667,-0.658333333,0.00625,-0.005416667,-0.082666667,-0.074166667,-0.210166667,0.421666667,0.2475,-0.0175,0.144166667,-0.005833333,-0.019166667,0.32,0.1525,0.079166667,0.015833333,0.048333333,-0.004166667,-0.1675,0.573333333,-0.323333333,33.333,33.333,8.333,25,50,50,25,25,0
0.083,0.333,12,0.333,0.478333333,0.371329392,0.85,1.47,0,5.7,30,44,-0.21,0.48,0,30,0.99,1.49,2.138333333,-0.210833333,-0.2225,-0.121666667,0.680833333,0.0125,-0.476666667,-0.123333333,0.1125,-0.053333333,0.089166667,-1.0675,0.266666667,-0.6075,-0.4425,0.4725,0.3525,0.234166667,0.989166667,-0.31225,-0.684333333,-0.09225,-0.107666667,1.49175,-0.35975,-3.633333333,-1.183333333,-0.120833333,-0.240833333,0.1425,-0.043333333,0.193333333,-0.0475,-0.011666667,0.005833333,-0.4775,-0.069166667,1.409166667,-1.8825,-0.030833333,0.9925,0.325833333,-1.163333333,-1.2775,-0.0875,0.14,-0.751583333,-0.222,-0.185916667,-0.158916667,-0.255416667,-0.370083333,0.217833333,-0.18525,0.515,-0.1975,0.046666667,-0.595,-0.429166667,-0.778333333,0.2,-0.074166667,-0.076666667,0.006666667,-0.191666667,0.5775,-0.408333333,8.333,58.333,16.667,8.333,66.667,33.333,16.667,8.333,8.333
0.083,0.75,12,0.333,-0.040833333,0.290711015,0.85,1.14,-1,3.73,30,61,-0.03,0.4,0,40,0.51,1.07,2.689166667,0.030833333,-0.605833333,0.023333333,0.096666667,-0.636666667,-0.350833333,0.375833333,0.091666667,-0.3275,-0.32,-0.241666667,-0.16,-0.270833333,1.400833333,-0.788333333,0.220833333,-0.845,0.7225,-0.688583333,-0.2765,-0.6115,0.428166667,0.161,-0.342416667,-6.048333333,-0.2475,0.325,0.171666667,1.139166667,-0.470833333,-0.356666667,-0.658333333,-0.095,-0.371666667,-0.089166667,0.1925,0.156666667,-3.3275,-1.355833333,-0.608333333,0.1275,-0.061666667,-0.048333333,-0.048333333,0.54,-1.1215,-0.244083333,-0.442916667,0.034583333,0.063583333,-0.812083333,0.120333333,0.4615,0.738333333,-0.325,0.123333333,-0.115833333,-0.139166667,0.0625,-0.041666667,0.035833333,0.37,0.073333333,-0.374166667,0.245,-0.590833333,41.667,75,25,0,41.667,58.333,25,8.333,16.667
0.5,0.25,12,0.25,0.015,0.140516275,0.3,1.38,-3,3.37,30,116,0.07,0.52,0,30,0.31,1.09,4.176666667,0.235,-0.558333333,-0.093333333,0.415833333,-0.436666667,-0.385,0.323333333,-0.5475,0.038333333,-0.253333333,-0.286666667,0.026666667,0.404166667,1.754166667,-0.460833333,0.651666667,-1.110833333,0.215,-0.492416667,-0.4015,-0.608416667,0.149166667,0.187583333,-0.44275,-5.420833333,0.059166667,0.376666667,0.036666667,0.965833333,-0.518333333,-0.139166667,-0.484166667,0.086666667,-0.805833333,0.255833333,0.043333333,0.379166667,-3.166666667,-0.929166667,-0.51,-0.9725,0.170833333,-0.443333333,0.020833333,0.3025,-1.012583333,-0.214666667,-0.463333333,-0.005,0.251333333,-0.552166667,0.123166667,0.123416667,0.6875,-0.305,0.27,0.0825,-0.123333333,0.005833333,-0.338333333,-0.031666667,0.043333333,-0.12,-0.330833333,0.031666667,-0.549166667,41.667,75,8.333,0,33.333,66.667,41.667,8.333,33.333
0.083,0.25,12,0.583,0.509166667,0.274636807,1.03,-0.29,0,6.14,16,126,0.33,0.41,434.46,90,0.84,0.9,0.8175,-0.235833333,-0.243333333,-0.024166667,-0.365,-0.209166667,0.12,-0.004166667,-0.4725,-0.380833333,0.215,0.27,0.156666667,-0.41,-0.41,-0.62,-0.701666667,-0.643333333,0.4,0.126583333,0.258416667,0.0655,0.65275,-0.112583333,-0.021666667,-4.535833333,0.2625,0.06,0.44,0.7225,0.114166667,-0.026666667,-0.140833333,-0.129166667,0.000833333,-0.511666667,0.3625,-0.39,0.433333333,-0.72,-0.758333333,0.3675,-0.2975,0.634166667,0.321666667,-0.251666667,-0.841666667,-0.27475,-0.183083333,-0.0425,-0.177583333,-0.20375,0.03,0.40025,-0.065,-0.2475,-0.293333333,0.048333333,0.024166667,0.266666667,0.159166667,0.115833333,0.154166667,0.111666667,-0.303333333,0.413333333,-0.2475,25,33.333,50,8.333,66.667,33.333,16.667,8.333,8.333
0.083,0.583,12,0.5,0.5775,0.245796778,0.57,-0.65,1,10.5,9,46,0.36,0.46,2.23,40,0.2,0.96,-0.054166667,-0.531666667,-0.39,0.216666667,0.308333333,-0.6625,-0.014166667,-0.265833333,-0.274166667,-0.57,0.246666667,0.175,-0.205833333,0.060833333,-0.303333333,-1.355,-0.109166667,-0.369166667,0.3875,0.178083333,-0.50875,-0.386,0.858166667,0.122583333,-0.202,-6.101666667,-0.5725,-0.151666667,0.435833333,1.184166667,0.205833333,-0.460833333,-0.721666667,0.238333333,0.026666667,-0.654166667,0.4075,-0.121666667,-0.674166667,-2.951666667,0.725833333,0.3475,-0.426666667,0.463333333,0.035833333,0.089166667,-1.111166667,-0.240583333,-0.1905,0.105083333,-0.4335,-1.010416667,0.119666667,0.713583333,0.025,-0.303333333,0.270833333,0.0075,-0.171666667,0.355833333,0.490833333,0.115833333,0.11,-0.095833333,-0.461666667,0.391666667,-0.448333333,50,58.333,33.333,8.333,75,25,8.333,8.333,0
0.083,0.5,12,0.667,0.735,0.373607446,1.68,-1,-1,4.16,16,143,0.63,0.4,0,170,0.52,1.08,-0.866666667,-0.478333333,-0.28,-0.165833333,-0.500833333,-0.225833333,-0.130833333,-0.216666667,-0.12,-0.853333333,0.128333333,-0.470833333,0.133333333,0.135833333,-1.373333333,-0.94,-0.640833333,-0.669166667,0.654166667,-0.186,0.42525,0.0335,0.865666667,0.7825,-0.182083333,-4.759166667,-0.3375,-0.18,0.626666667,0.261666667,0.3275,-0.143333333,-0.034166667,-0.61,-0.106666667,-0.981666667,0.2525,0.396666667,0.9175,-0.973333333,-1.159166667,0.66,-1.471666667,0.008333333,0.215,-0.3825,-0.91175,-0.506083333,-0.17575,-0.03,-0.383583333,0.153833333,0.027833333,-0.08775,-0.1675,-0.669166667,-0.459166667,-0.276666667,-0.3075,-0.190833333,0.064166667,0.065833333,0.1,0.070833333,-0.5625,0.460833333,-0.265833333,8.333,41.667,58.333,0,75,25,25,8.333,16.667
0.5,0.25,12,0.5,0.610833333,0.322604202,0.52,0.22,0,5.84,17,151,0.17,0.3,9.89,70,1.41,0.95,0.66,-0.131666667,-0.26,0.030833333,0.291666667,-0.134166667,0.120833333,-0.1725,-0.1125,0.185833333,0.485833333,0.459166667,-0.204166667,0.183333333,0.105833333,-0.4325,0.506666667,-0.189166667,-0.7075,-0.092083333,-0.326666667,-0.173083333,-0.170916667,-0.488083333,-0.044166667,-4.141666667,-0.413333333,-0.013333333,-0.065,0.809166667,0.055833333,-0.205,-0.2125,0.361666667,-0.036666667,0.031666667,-0.021666667,-0.41,0.261666667,-1.013333333,0.9775,-0.585,0.2725,0.5275,0.361666667,0.0125,-0.776083333,-0.18575,0.030833333,0.051,-0.135583333,-0.610083333,0.12975,0.307583333,-0.134166667,0.133333333,0.4075,0.1175,0.174166667,0.143333333,-0.041666667,-0.005833333,0.06,-0.065,-0.076666667,0.331666667,-0.381666667,41.667,58.333,8.333,25,66.667,33.333,16.667,8.333,8.333
0.5,0.25,12,0.417,0.630833333,0.052771154,0.3,0.14,0,3.5,30,107,0.2,0.32,0,60,0.21,1.29,0.573333333,-0.25,-0.333333333,-0.109166667,0.3475,-0.201666667,0.205833333,-0.109166667,0.4575,-0.321666667,0.205,-0.744166667,0.281666667,-0.421666667,-0.884166667,-0.464166667,-0.1725,-0.544166667,0.6925,-0.355916667,-0.39,-0.110916667,0.243416667,0.937166667,-0.00375,-4.46,-0.858333333,0.149166667,0.076666667,0.263333333,0.1225,-0.204166667,-0.135833333,-0.478333333,0.0325,-0.52,-0.295833333,0.746666667,-0.47,-0.845833333,0.169166667,0.684166667,-0.548333333,-1.020833333,0.326666667,0.126666667,-0.882666667,-0.401583333,-0.216,-0.035083333,-0.191166667,-0.15525,-0.054416667,-0.32825,0.118333333,-0.415833333,-0.228333333,-0.2075,-0.356666667,-0.306666667,0.095833333,-0.404166667,-0.075833333,0.0275,-0.3075,0.77,-0.541666667,16.667,66.667,25,8.333,58.333,41.667,0,0,0
0.5,0.333,12,0.583,0.8075,0.417113815,1.12,-1.42,-1,3.01,13,109,0.76,0.38,0.76,170,0,0.7,-1.8325,-0.626666667,-0.445833333,-0.009166667,0.036666667,-0.73,-0.2275,-0.483333333,-0.326666667,-1.031666667,0.813333333,0.35,-0.311666667,0.6925,-1.0625,-2.1075,-0.5575,-0.96,0.3225,0.420833333,-0.250166667,-0.3,1.3755,-0.1155,-0.55125,-6.611666667,-0.2525,-0.076666667,0.9675,1.26,0.489166667,-0.461666667,-0.776666667,0.270833333,-0.295,-0.97,0.646666667,-0.6775,0.2625,-3.640833333,0.226666667,-0.431666667,-0.825,1.115833333,0.151666667,-0.075833333,-1.191666667,-0.277333333,-0.183333333,0.135583333,-0.417,-0.649333333,-0.091833333,0.710166667,-0.276666667,-0.433333333,0.178333333,-0.015,-0.249166667,0.599166667,0.298333333,0.245833333,-0.216666667,0.051666667,-0.5125,0.254166667,-0.484166667,41.667,50,50,0,83.333,16.667,8.333,0,8.333
0.833,0.167,12,0.333,0.393333333,0.227993076,0.69,-0.17,1,10.5,9,25,0.21,0.52,35.84,40,0.2,0.85,0.856666667,-0.315833333,-0.485833333,0.319166667,0.518333333,-0.775833333,0.365,0.0025,-0.2325,-0.270833333,0.308333333,0.441666667,-0.554166667,0.116666667,0.4675,-1.7775,-0.345,-0.6675,-0.055833333,0.072333333,-0.76125,-0.553166667,0.753833333,-0.321333333,-0.04725,-6.430833333,-0.369166667,0.055833333,0.3725,1.4475,-0.011666667,-0.5725,-0.908333333,0.390833333,-0.046666667,-0.4525,0.4225,-0.373333333,-1.635833333,-3.258333333,0.99,0.1275,0.166666667,0.653333333,0.335833333,0.341666667,-1.156083333,-0.265333333,-0.303,0.133,-0.24625,-1.2415,0.10275,0.78775,0.165,-0.205833333,0.4425,0.1,-0.133333333,0.6425,0.406666667,-0.1175,0.094166667,-0.066666667,-0.425833333,0.3725,-0.544166667,66.667,66.667,16.667,8.333,58.333,41.667,8.333,8.333,0
